id,c_source,gene,gr,lag,upper_asymptote
17102,Gluconate,b2406,0.469788986,74.78381854,19.77399693
17252,Gluconate,b2579,0.469786592,86.17604201,28.81467046
16869,Gluconate,b2146,0.469765092,74.90110146,30.35099304
15529,Gluconate,b0613,0.469739989,83.01674165,24.93033166
15362,Gluconate,b0427,0.469705174,84.57320348,26.58375566
16810,Gluconate,b2075,0.469704876,89.91609138,29.08472184
16401,Gluconate,b1618,0.469657446,78.27578295,28.46514831
16809,Gluconate,b2074,0.469624726,82.13257271,27.47916858
16827,Gluconate,b2099,0.469582212,82.65532616,26.18714307
17477,Gluconate,b2852,0.46953893,80.92845035,18.1300861
16934,Gluconate,b2217,0.46950769,81.34790624,27.32514947
17878,Gluconate,b3377,0.469465636,104.567734,28.45282013
17340,Gluconate,b2702,0.469454126,77.48521285,26.6798342
16194,Gluconate,b1392,0.469443007,93.48412199,23.99568777
15847,Gluconate,b0986,0.469440208,77.03596259,27.78420013
16551,Gluconate,b1782,0.469353106,87.9105095,27.06350809
16310,Gluconate,b1521,0.469302266,72.10936171,18.76905276
16473,Gluconate,b1695,0.469245615,77.29742576,26.30951912
17828,Gluconate,b3322,0.469242434,84.3787377,30.80342872
17525,Gluconate,b2909,0.469213234,93.195506,26.96582375
16031,Gluconate,b1200,0.469203064,88.35751658,28.05370719
18692,Gluconate,b4354,0.469191926,88.47291353,32.90905603
17465,Gluconate,b2840,0.469157155,87.2993202,26.38935981
18682,Gluconate,b4342,0.469129297,90.08731247,25.35062687
18347,Gluconate,b3938,0.46912062,85.22698335,28.34135122
17843,Gluconate,b3337,0.469118019,81.60077822,26.94076075
15887,Gluconate,b1035,0.46910583,39.54514269,6.41335471
17953,Gluconate,b3465,0.469105309,83.03302911,17.81272021
16845,Gluconate,b2121,0.469103896,99.99655634,27.71408499
16033,Gluconate,b1202,0.469074792,88.5544183,25.69292355
17420,Gluconate,b2790,0.469072711,84.0613629,26.90336837
15463,Gluconate,b0543,0.469048925,98.25599593,27.90283441
18765,Gluconate,b4450,0.468987712,84.33899428,29.20991077
17256,Gluconate,b2583,0.468961898,81.26172907,24.74038948
16089,Gluconate,b1272,0.468922697,82.66296834,30.4657344
15743,Gluconate,b0866,0.468873995,90.4648094,25.22629495
16596,Gluconate,b1829,0.468870556,86.80932237,18.49486365
17966,Gluconate,b3479,0.468747664,72.47814429,19.91160375
16650,Gluconate,b1885,0.468715763,82.59211224,23.69414397
17296,Gluconate,b2641,0.468627814,80.58376364,26.65928136
15050,Gluconate,b0011,0.468626203,91.76923541,29.45126008
18088,Gluconate,b3613,0.468616939,94.08092894,28.5953344
18264,Gluconate,b3838,0.468516759,82.2828579,27.85658242
17202,Gluconate,b2522,0.468501857,95.68948222,27.93044288
16518,Gluconate,b1748,0.468500431,92.34377347,30.18461627
15368,Gluconate,b0433,0.468495208,102.8449253,27.65753835
16657,Gluconate,b1892,0.468478969,93.49106382,32.77232505
17628,Gluconate,b3034,0.468474192,76.94835719,25.91261553
16214,Gluconate,b1419,0.46844178,78.51413495,28.19657842
16883,Gluconate,b2161,0.468335592,84.18799286,27.32677103
17852,Gluconate,b3349,0.46830599,92.47165692,25.81798725
17827,Gluconate,b3299,0.468294666,80.89245663,24.68739558
18454,Gluconate,b4077,0.46829158,86.74635357,18.4980904
18182,Gluconate,b3728,0.468288117,96.9378843,25.29225566
18054,Gluconate,b3577,0.468284336,73.88359557,19.18067759
15067,Gluconate,b0039,0.468272631,83.68093816,30.51790632
16659,Gluconate,b1896,0.468251854,85.15499364,27.98390554
16383,Gluconate,b1600,0.468238392,99.63753575,18.62404632
16815,Gluconate,b2080,0.468182711,94.30546308,27.61064374
15969,Gluconate,b1129,0.468168865,119.0453926,17.35503197
16726,Gluconate,b1978,0.468105657,73.0784037,26.70012117
17839,Gluconate,b3333,0.46809211,97.68716012,26.15732371
17052,Gluconate,b2346,0.468071359,90.02188724,27.75537702
17494,Gluconate,b2875,0.468064852,81.32505031,25.07628005
15942,Gluconate,b1097,0.468050129,121.000772,21.21773384
15142,Gluconate,b0141,0.468035158,84.75684356,27.17878868
15851,Gluconate,b0991,0.468020164,90.95650664,27.94774961
16102,Gluconate,b1287,0.468000782,90.13780888,27.32788768
17499,Gluconate,b2880,0.467982972,99.39101414,30.25667067
17558,Gluconate,b2948,0.467889415,96.99536997,28.9150286
15977,Gluconate,b1138,0.467756875,79.71229461,25.41196933
16281,Gluconate,b1490,0.46773181,89.74481993,28.29769722
18060,Gluconate,b3583,0.467727521,87.09594564,25.56798427
15731,Gluconate,b0854,0.467716751,84.48819463,28.10048072
15689,Gluconate,b0811,0.467702205,93.35161244,26.3106403
17976,Gluconate,b3491,0.467678588,73.11167107,26.04624103
15576,Gluconate,b0685,0.467588289,87.41082845,29.21943238
17302,Gluconate,b2647,0.467575689,101.7599869,23.34206224
15457,Gluconate,b0533,0.467532805,88.46167787,31.82650516
17776,Gluconate,b3220,0.467501917,124.0223435,20.09013349
16862,Gluconate,b2139,0.467431737,87.49572012,25.53667114
16130,Gluconate,b1316,0.467277267,102.3522853,26.49785123
15870,Gluconate,b1011,0.467268975,94.86767998,27.4975468
16413,Gluconate,b1630,0.467211534,92.28900613,27.1678912
15244,Gluconate,b0284,0.467195983,87.60186423,26.50116229
18393,Gluconate,b4011,0.467167007,83.38465406,26.70308646
18578,Gluconate,b4215,0.467124644,93.9165732,29.42833664
18247,Gluconate,b3818,0.467087029,92.82973428,26.38442318
18169,Gluconate,b3715,0.46706066,93.91575636,28.42024643
15617,Gluconate,b0731,0.467035984,88.35451955,27.39790506
15188,Gluconate,b0217,0.467017751,78.37081938,19.30737228
16639,Gluconate,b1873,0.467011262,75.60094521,29.45891874
17603,Gluconate,b3001,0.467004434,96.02689115,27.83353099
18276,Gluconate,b3859,0.466980335,83.24002913,26.05372735
18142,Gluconate,b3676,0.466973957,86.79206745,29.16409577
15744,Gluconate,b0867,0.466969727,96.48680405,26.95393675
17289,Gluconate,b2631,0.466968729,87.06908191,27.1568284
17561,Gluconate,b2952,0.466904793,96.43711038,28.21963952
17972,Gluconate,b3485,0.466780672,85.60688471,28.5808127
17860,Gluconate,b3357,0.46677104,94.55018412,19.62414609
16212,Gluconate,b1415,0.466739245,103.3220043,27.2368279
18484,Gluconate,b4110,0.466637754,95.48010204,28.09215366
18646,Gluconate,b4305,0.466621968,97.18827042,29.53758814
18114,Gluconate,b3645,0.46661192,116.6645326,19.93892618
17079,Gluconate,b2374,0.466592673,103.0844585,27.40020503
17329,Gluconate,b2684,0.466576491,75.76053108,27.84918909
18474,Gluconate,b4099,0.466464913,86.57823306,28.40074628
17912,Gluconate,b3413,0.466454224,97.19671008,27.53742046
17030,Gluconate,b2321,0.466345763,81.66548518,26.87908079
17134,Gluconate,b2440,0.466315062,86.08754491,27.78256939
16582,Gluconate,b1815,0.466294009,77.61698675,25.09580847
16492,Gluconate,b1717,0.466281148,71.35541506,18.72053066
18008,Gluconate,b3524,0.466279735,82.08972588,27.33403782
17838,Gluconate,b3332,0.466212968,79.05382042,17.95359942
17961,Gluconate,b3474,0.46619047,91.11870403,26.7808479
17253,Gluconate,b2580,0.466158508,88.64360304,25.77928041
17575,Gluconate,b2966,0.466146512,80.04156029,28.36827213
16303,Gluconate,b1514,0.466124386,75.51633936,18.93792017
16228,Gluconate,b1435,0.466081184,82.54457191,25.20742149
15821,Gluconate,b0959,0.466015125,86.43797372,26.32197717
15228,Gluconate,b0262,0.465966529,73.7484371,18.44325137
15540,Gluconate,b0627,0.465892884,77.12013392,19.14950259
16205,Gluconate,b1408,0.465869095,78.42252817,26.0990476
16635,Gluconate,b1869,0.465853478,96.90750398,27.57428238
18589,Gluconate,b4231,0.465808826,83.16712622,26.89724089
16537,Gluconate,b1767,0.465708119,69.91797979,18.40451775
16594,Gluconate,b1827,0.465576913,95.25002324,28.75237271
16938,Gluconate,b2222,0.465560892,92.91526163,28.08711009
16093,Gluconate,b1278,0.465545713,72.44997513,21.3814322
17732,Gluconate,b3156,0.465536318,89.77490382,32.80154583
18002,Gluconate,b3518,0.465488259,74.31457924,18.49729604
18024,Gluconate,b3541,0.465485852,72.66991306,20.12028139
17055,Gluconate,b2350,0.465432756,85.45477915,18.84685874
17601,Gluconate,b2997,0.465409673,84.06681121,25.663374
16345,Gluconate,b1559,0.465396279,77.66179804,28.41461002
15974,Gluconate,b1135,0.465376256,107.6648182,27.58856096
17363,Gluconate,b2725,0.465374513,91.97719327,28.07021949
17550,Gluconate,b2938,0.465316437,88.16191635,30.57674717
18062,Gluconate,b3585,0.46527575,94.49217228,27.6012575
16017,Gluconate,b1186,0.465253256,94.47018866,26.88550112
18222,Gluconate,b3781,0.465234928,89.02921995,27.43785505
18763,Gluconate,b4444,0.465181096,99.06871652,28.64369079
17570,Gluconate,b2961,0.465118997,84.74505454,28.07718941
16874,Gluconate,b2151,0.46506246,78.75443664,26.17612391
17579,Gluconate,b2971,0.465048635,79.83442843,27.27556542
16828,Gluconate,b2100,0.465028377,92.11122724,30.48011789
15372,Gluconate,b0437,0.465026298,93.94922485,21.04789245
17408,Gluconate,b2775,0.465019304,88.95744808,27.49423768
16511,Gluconate,b1741,0.464988245,87.47295968,29.49240162
17986,Gluconate,b3501,0.464984151,96.62653863,29.19367863
16779,Gluconate,b2044,0.464964088,80.96289467,31.84599048
15200,Gluconate,b0229,0.464952023,77.13034859,25.20006173
18528,Gluconate,b4157,0.46494627,87.65126931,27.75074643
16005,Gluconate,b1171,0.464922293,97.66919683,30.46467728
16498,Gluconate,b1727,0.464908916,76.96555183,26.13676683
15548,Gluconate,b0637,0.464885085,81.4769884,31.06354605
16507,Gluconate,b1736,0.464844889,91.46006846,25.71310268
18100,Gluconate,b3626,0.464825106,92.79938363,27.57652603
18469,Gluconate,b4094,0.464717255,104.245227,18.72699451
16990,Gluconate,b2279,0.464714135,66.81983992,13.26925746
15911,Gluconate,b1060,0.464702039,103.9433664,26.37608092
17881,Gluconate,b3380,0.464669074,89.14415298,27.04476955
17725,Gluconate,b3149,0.464612698,93.3308893,31.63146728
18025,Gluconate,b3542,0.464606584,74.52009158,18.52134628
17577,Gluconate,b2969,0.464580449,81.78172985,26.4243073
17092,Gluconate,b2387,0.464551113,93.78200459,27.81195506
15277,Gluconate,b0321,0.464548069,83.23422777,22.89263944
17632,Gluconate,b3039,0.464427028,83.58109519,32.64856445
16570,Gluconate,b1802,0.464243988,85.2153811,26.50634272
17015,Gluconate,b2304,0.46416475,84.71527531,25.64142259
18272,Gluconate,b3849,0.464158176,89.5695632,26.48861239
15197,Gluconate,b0226,0.464154712,85.63461251,27.71745722
18102,Gluconate,b3628,0.464123091,81.19584168,27.57233409
16244,Gluconate,b1452,0.464116112,83.16140557,28.12794334
17620,Gluconate,b3025,0.464057963,90.36510947,25.90658702
17516,Gluconate,b2900,0.464051264,77.09080563,24.9684058
16249,Gluconate,b1457,0.463994567,75.88122157,27.51691093
18679,Gluconate,b4339,0.463969317,88.01789589,23.1957667
15640,Gluconate,b0762,0.463967514,86.4429451,27.15252821
16048,Gluconate,b1225,0.463925609,75.71145314,26.62969241
16297,Gluconate,b1506,0.463901284,90.22777213,30.36415381
18143,Gluconate,b3677,0.463898584,88.54047367,27.41886779
18266,Gluconate,b3842,0.46384909,84.32613895,16.62356158
16842,Gluconate,b2118,0.463824002,98.45220806,26.77607045
16935,Gluconate,b2219,0.463804046,84.85251259,18.68988035
16037,Gluconate,b1213,0.46376558,80.70879215,26.67152826
17218,Gluconate,b2539,0.463744075,83.82928043,27.29067984
17497,Gluconate,b2878,0.463720074,102.6399546,28.73576262
16315,Gluconate,b1526,0.463696657,82.7788178,18.40052838
16174,Gluconate,b1366,0.463678545,82.10271147,28.48595627
15527,Gluconate,b0611,0.463651375,87.02742755,28.35873905
18109,Gluconate,b3638,0.463612572,84.20273755,26.07063116
16606,Gluconate,b1839,0.463608366,77.08543631,18.19556317
17434,Gluconate,b2804,0.463464722,87.5540963,29.07477228
15432,Gluconate,b0503,0.463457251,87.81605879,26.82816002
15045,Gluconate,b0006,0.463427904,81.0376181,27.1663324
15655,Gluconate,b0777,0.463421832,80.05556431,26.81983204
16514,Gluconate,b1744,0.463403906,95.08922401,23.44172631
17728,Gluconate,b3152,0.463360086,88.146037,27.05189541
18117,Gluconate,b3649,0.463345048,83.81130152,29.82530343
16289,Gluconate,b1498,0.463259176,91.01165034,26.36052561
18179,Gluconate,b3725,0.463214493,88.194592,27.77478202
15988,Gluconate,b1152,0.463213155,90.14676216,26.63570712
16833,Gluconate,b2105,0.463212623,89.06260706,28.14365603
16755,Gluconate,b2018,0.463178464,76.84838412,29.75975485
18026,Gluconate,b3543,0.463171988,76.51258689,18.55904446
18355,Gluconate,b3946,0.46314724,87.6843767,26.61683295
16849,Gluconate,b2125,0.463125023,87.84752871,27.77509893
16847,Gluconate,b2123,0.463103627,94.32035365,27.63626871
15865,Gluconate,b1006,0.463062879,88.94775087,30.22673573
17410,Gluconate,b2777,0.463057175,90.28139991,25.59136883
15835,Gluconate,b0974,0.463006652,96.7459493,27.49217819
18068,Gluconate,b3591,0.462991325,78.59856324,27.21045662
17748,Gluconate,b3181,0.462955977,87.30871196,26.21754972
17805,Gluconate,b3260,0.462888848,89.96143962,20.17890818
15180,Gluconate,b0208,0.462848572,83.72301992,26.67105023
18756,Gluconate,b4435,0.462829689,90.02173104,17.87580137
15149,Gluconate,b0149,0.46280942,68.43405867,17.18173997
15903,Gluconate,b1051,0.462771986,91.32186758,17.60164327
16404,Gluconate,b1621,0.462764882,75.57060201,27.35283765
16969,Gluconate,b2258,0.462751659,86.41802335,24.6948028
17424,Gluconate,b2794,0.462718809,102.9843731,27.02801389
18120,Gluconate,b3653,0.462697987,75.54518962,18.35352661
17372,Gluconate,b2734,0.46268505,84.45542528,25.94872802
16509,Gluconate,b1738,0.462616248,82.26006733,27.02556248
18623,Gluconate,b4277,0.462611932,76.72733625,26.0004506
18239,Gluconate,b3807,0.462579002,93.46452018,26.7402885
18438,Gluconate,b4061,0.462537204,98.09600529,26.91420675
18487,Gluconate,b4113,0.46251085,93.69252312,25.7364235
17692,Gluconate,b3110,0.462484584,80.17671021,26.3808511
16752,Gluconate,b2014,0.462474209,78.17115803,28.29164268
18665,Gluconate,b4324,0.462434313,84.17956408,27.79046385
18408,Gluconate,b4026,0.462422084,86.61955931,29.41489489
18217,Gluconate,b3775,0.462415666,80.74308586,28.83900909
16688,Gluconate,b1932,0.462385753,92.9484602,26.74813024
18236,Gluconate,b3802,0.462349724,81.74786918,30.03540621
18235,Gluconate,b3801,0.462320678,75.71801146,18.31436443
18130,Gluconate,b3664,0.462304887,102.2465897,27.75339977
18735,Gluconate,b4401,0.462270862,83.31013333,27.79945594
17018,Gluconate,b2307,0.462238157,99.20586905,32.6784635
16338,Gluconate,b1552,0.462229193,77.92852922,19.3009951
17874,Gluconate,b3371,0.462203584,90.55843625,27.13818593
17482,Gluconate,b2859,0.462180883,111.2511972,29.33203577
15833,Gluconate,b0972,0.462155473,105.8694431,28.94136744
15370,Gluconate,b0435,0.462140271,98.10784351,25.18212469
17652,Gluconate,b3063,0.462103649,86.97748734,30.22524437
18732,Gluconate,b4398,0.462083674,89.95904989,26.15323343
15303,Gluconate,b0350,0.462067087,79.19864689,27.0240514
17310,Gluconate,b2664,0.4620534,90.78023896,26.28273932
18608,Gluconate,b4252,0.461990219,87.76209511,28.5477662
18390,Gluconate,b4004,0.461989601,81.85311151,29.53804295
15104,Gluconate,b0099,0.461928065,99.54777661,27.65127894
15272,Gluconate,b0316,0.461921777,84.44493113,29.7429842
18600,Gluconate,b4242,0.461903764,115.8213393,16.98068033
15636,Gluconate,b0758,0.461879319,90.66003127,25.97550649
15478,Gluconate,b0559,0.461813745,84.14482776,17.99191941
15918,Gluconate,b1067,0.461736724,96.85055353,26.5570596
15086,Gluconate,b0065,0.461704308,78.87759501,27.39465656
17298,Gluconate,b2643,0.46169219,73.78868442,18.23148657
16390,Gluconate,b1607,0.461676567,79.11849757,18.56109135
15793,Gluconate,b0929,0.461657528,74.18009136,26.59416958
18517,Gluconate,b4146,0.461603519,84.39145382,30.62658123
18433,Gluconate,b4055,0.461582679,107.095669,28.74165349
16778,Gluconate,b2043,0.46157838,70.55666949,18.37414634
16067,Gluconate,b1250,0.461496297,93.76520608,26.69687628
15286,Gluconate,b0331,0.461460236,87.19001636,30.29377718
17325,Gluconate,b2679,0.461427404,97.31939585,26.9304894
16431,Gluconate,b1649,0.461405517,75.86075838,18.3144327
18279,Gluconate,b3862,0.461368508,88.53354126,25.27915484
18571,Gluconate,b4208,0.461367563,83.86116565,18.78219122
18302,Gluconate,b3887,0.4613351,89.45770287,25.90664804
15278,Gluconate,b0323,0.461322101,85.57779893,28.72085249
15514,Gluconate,b0597,0.461224857,76.25151314,27.17067599
17308,Gluconate,b2662,0.461217928,83.10748825,29.36561743
15603,Gluconate,b0716,0.461215518,87.03629171,26.35323365
18296,Gluconate,b3881,0.461200661,80.98837934,25.33374768
17560,Gluconate,b2951,0.461130502,81.89559932,27.44411978
16879,Gluconate,b2157,0.461116113,92.54954118,29.06636031
16873,Gluconate,b2150,0.461114888,100.9261881,26.99646054
18376,Gluconate,b3989,0.461097327,92.82815391,18.71458218
17605,Gluconate,b3003,0.460957156,86.71818104,28.25437434
15345,Gluconate,b0403,0.460923363,94.40016829,27.99173212
17481,Gluconate,b2858,0.460902798,88.6942665,25.33789986
17373,Gluconate,b2735,0.460811198,83.95516458,25.92333682
18334,Gluconate,b3924,0.460750483,90.94352016,26.06778689
18730,Gluconate,b4396,0.460713497,100.823839,27.07041761
15136,Gluconate,b0135,0.460698758,86.33190776,28.77614466
17087,Gluconate,b2382,0.460586531,84.48902459,24.54429314
17446,Gluconate,b2819,0.460538689,78.78809113,31.6844767
16775,Gluconate,b2040,0.460454346,90.85426961,25.90067342
16322,Gluconate,b1533,0.460436476,80.42214062,24.4933775
18059,Gluconate,b3582,0.460433292,106.6632837,28.36183793
16294,Gluconate,b1503,0.460399611,80.8280291,25.40569507
18164,Gluconate,b3710,0.460345028,80.80640041,26.22808009
15417,Gluconate,b0486,0.460286053,88.5736023,28.37019852
17391,Gluconate,b2756,0.460281815,73.65373115,18.269597
15105,Gluconate,b0101,0.460235679,92.99535962,28.84083834
17427,Gluconate,b2797,0.460210898,97.69049983,27.19348651
16084,Gluconate,b1267,0.460207953,96.85820171,26.73431513
16405,Gluconate,b1622,0.460125796,83.65043019,32.04940495
18771,Gluconate,b4459,0.460113897,96.42589327,29.66573266
18064,Gluconate,b3587,0.460074121,80.13019359,17.90247203
17211,Gluconate,b2531,0.460065902,99.30810197,29.69397625
15290,Gluconate,b0336,0.460032455,78.06689122,18.10843544
16352,Gluconate,b1566,0.459952913,76.95028128,18.2152876
15812,Gluconate,b0949,0.459905419,88.23485572,25.34269309
15428,Gluconate,b0497,0.45982376,84.73082994,25.16303374
16595,Gluconate,b1828,0.459778848,90.59088887,23.99745667
15102,Gluconate,b0082,0.459737824,93.22680668,26.01975708
18448,Gluconate,b4071,0.459721589,80.47381632,19.25581056
18037,Gluconate,b3556,0.459693027,82.86930772,20.11095066
17035,Gluconate,b2327,0.459683608,86.27695943,26.99605362
15947,Gluconate,b1104,0.459654423,99.26543212,27.54464948
15993,Gluconate,b1157,0.459628281,78.05142802,26.38616379
16812,Gluconate,b2077,0.459575497,88.27946783,28.14806593
16985,Gluconate,b2274,0.45953966,77.05129493,29.00514107
17595,Gluconate,b2991,0.459512637,90.84534266,24.69305901
16149,Gluconate,b1337,0.459493762,87.45364516,28.73444284
15375,Gluconate,b0440,0.459481801,94.63946491,32.3578546
16376,Gluconate,b1593,0.459481315,103.0955265,29.45321344
17056,Gluconate,b2351,0.459452448,77.61908995,28.28751724
17003,Gluconate,b2292,0.459421178,73.08050187,26.00461553
18796,Gluconate,b4484,0.45941663,80.21210089,28.77167721
16384,Gluconate,b1601,0.459391899,86.78581524,26.94360424
15579,Gluconate,b0688,0.459382776,102.6709425,22.0302388
17702,Gluconate,b3125,0.459371929,84.10584087,25.48831167
18357,Gluconate,b3949,0.459341174,83.84408954,24.79353743
16412,Gluconate,b1629,0.459270364,90.10813297,32.36101391
17556,Gluconate,b2946,0.459259947,80.83197965,26.5486256
15688,Gluconate,b0810,0.459232978,99.39526611,25.87926702
15886,Gluconate,b1034,0.45922105,85.74333241,25.89727159
17665,Gluconate,b3081,0.459205005,91.78100919,25.33620508
17818,Gluconate,b3280,0.459192658,108.0690295,17.47456059
16791,Gluconate,b2056,0.459185806,81.99777273,28.08621518
16337,Gluconate,b1551,0.459175045,96.89115192,28.66236774
17417,Gluconate,b2787,0.459157284,101.1446719,30.65542605
15308,Gluconate,b0355,0.459124984,77.58902577,26.28396399
16118,Gluconate,b1304,0.459092143,73.24024633,18.83560193
17816,Gluconate,b3271,0.459077444,78.87528237,28.29985807
16475,Gluconate,b1697,0.459033282,91.82198629,27.67556736
15494,Gluconate,b0575,0.459028091,85.0316465,26.71472146
18273,Gluconate,b3856,0.459006934,84.92195254,27.29267629
18195,Gluconate,b3743,0.458945699,87.21948959,24.46729571
18133,Gluconate,b3667,0.458891918,77.60395994,30.95665554
18401,Gluconate,b4019,0.458866425,84.97509005,27.05077422
17784,Gluconate,b3228,0.458863486,82.41566399,18.0206558
17944,Gluconate,b3452,0.458828669,103.1773263,19.32338339
18199,Gluconate,b3747,0.458828506,105.0616582,26.77738435
18018,Gluconate,b3535,0.458727817,75.22326507,18.15116051
15895,Gluconate,b1043,0.458724093,93.48472338,27.32311192
18274,Gluconate,b3857,0.45871291,87.09069555,25.88560301
18299,Gluconate,b3884,0.458699903,110.0232035,28.18000147
15758,Gluconate,b0881,0.45868645,74.04092373,24.10859017
16512,Gluconate,b1742,0.458680914,78.50538204,26.49175604
15888,Gluconate,b1036,0.458671901,89.30343865,27.59025186
16284,Gluconate,b1493,0.458668209,81.03593891,19.31391287
16075,Gluconate,b1258,0.458660287,70.83138304,25.69060948
15757,Gluconate,b0880,0.458658711,89.03285543,29.83011448
15850,Gluconate,b0990,0.458599958,87.53167323,26.36377215
15453,Gluconate,b0528,0.458569014,104.9087716,26.98144996
16712,Gluconate,b1959,0.45841029,94.73400653,25.91669367
16629,Gluconate,b1862,0.458402956,87.72021731,26.39113916
15706,Gluconate,b0829,0.458391606,93.24600581,24.48800519
18085,Gluconate,b3610,0.458364127,81.5870499,27.64647409
15114,Gluconate,b0112,0.458357419,79.62437572,18.81454215
15367,Gluconate,b0432,0.458351721,65.82302726,16.89190931
16717,Gluconate,b1967,0.458333455,73.37456717,25.64388382
17081,Gluconate,b2376,0.45831161,98.59689408,28.46170095
16183,Gluconate,b1381,0.458306862,92.26799671,28.88852251
18271,Gluconate,b3848,0.45830157,84.35968424,27.21728874
16838,Gluconate,b2110,0.458272138,91.16887129,29.72037116
17932,Gluconate,b3438,0.458252163,109.4347103,27.72892825
16784,Gluconate,b2049,0.458250213,85.52975815,26.39013145
17555,Gluconate,b2945,0.458243041,104.7488648,20.15454357
17707,Gluconate,b3130,0.458200214,82.49722997,28.3736513
18066,Gluconate,b3589,0.458185198,88.09166562,29.48073816
15058,Gluconate,b0028,0.458124332,91.57926481,25.73829147
15430,Gluconate,b0499,0.458101292,110.6013016,27.63183301
15807,Gluconate,b0944,0.458067475,93.35908259,28.58631801
18021,Gluconate,b3538,0.458061144,104.1291792,17.47170478
17008,Gluconate,b2297,0.458047949,94.32638773,29.0476947
16277,Gluconate,b1486,0.458025149,85.56675455,28.3103506
18134,Gluconate,b3668,0.45798226,85.18106845,28.62687211
15709,Gluconate,b0832,0.457968178,91.04584147,27.50618182
18500,Gluconate,b4126,0.457965963,97.22731814,30.03627052
17013,Gluconate,b2302,0.457960836,77.80408796,25.73506275
16069,Gluconate,b1252,0.4579367,76.95993377,24.07343002
16631,Gluconate,b1864,0.457933518,77.13230069,23.769115
16800,Gluconate,b2065,0.457907711,102.3120867,17.19710699
16742,Gluconate,b2004,0.457906282,96.54816629,28.98524958
15680,Gluconate,b0802,0.4578768,108.5036652,17.05845351
16164,Gluconate,b1352,0.45785394,79.4910323,25.71057885
15363,Gluconate,b0428,0.457850475,82.11254134,16.84508732
16768,Gluconate,b2033,0.457838803,92.90620275,28.4179026
17461,Gluconate,b2836,0.457835465,88.74672009,29.3550761
18038,Gluconate,b3561,0.457793382,85.81133085,19.83800266
15958,Gluconate,b1115,0.457772553,80.40719324,27.59086696
15473,Gluconate,b0554,0.457754546,75.04739511,26.6027177
18685,Gluconate,b4347,0.457736912,83.71058099,23.65564178
18209,Gluconate,b3765,0.457725888,81.35072234,27.11488822
16590,Gluconate,b1823,0.457658635,79.0927991,19.2811269
15361,Gluconate,b0426,0.457648543,97.92169892,27.79829219
15769,Gluconate,b0898,0.457637545,85.56709824,23.66865083
18345,Gluconate,b3936,0.457627445,107.604876,28.79379187
16127,Gluconate,b1313,0.457539282,86.22702847,30.31852089
17518,Gluconate,b2902,0.457514342,86.33326857,29.5822746
15635,Gluconate,b0757,0.457514212,85.85952812,26.6132137
18005,Gluconate,b3521,0.457489311,111.4600063,17.29932371
16559,Gluconate,b1791,0.457372304,77.05852667,28.16113072
17036,Gluconate,b2328,0.457334862,85.55539027,18.45094177
18473,Gluconate,b4098,0.457297128,79.00584962,27.33082258
17175,Gluconate,b2492,0.457276898,77.21006959,18.89032122
15279,Gluconate,b0324,0.457274296,85.82307329,27.00874901
17419,Gluconate,b2789,0.457238636,75.86280662,18.78048165
15422,Gluconate,b0491,0.45723247,91.53252194,26.34289983
15765,Gluconate,b0894,0.45722975,90.05232321,28.07945919
15532,Gluconate,b0616,0.457190784,71.87358877,18.95631217
16676,Gluconate,b1920,0.457177735,88.30913718,31.10715546
15258,Gluconate,b0300,0.457170281,99.1905567,29.81786602
15192,Gluconate,b0221,0.457088785,79.41095091,31.75928895
17320,Gluconate,b2674,0.457053298,82.44250212,25.98337267
18641,Gluconate,b4300,0.456969334,76.53276205,26.13386978
18146,Gluconate,b3680,0.456955603,85.619878,27.81045373
15392,Gluconate,b0458,0.456900332,81.23634653,26.89732684
15670,Gluconate,b0792,0.456837967,82.50347488,27.11260436
17613,Gluconate,b3013,0.456837381,88.85717578,31.0267658
17148,Gluconate,b2463,0.456825556,96.55614873,27.92003997
15207,Gluconate,b0236,0.456786414,91.63326666,18.52405882
15719,Gluconate,b0842,0.456775696,74.3641156,26.61986317
17154,Gluconate,b2469,0.45674069,79.98494323,28.57403166
15421,Gluconate,b0490,0.456728527,100.2550107,28.99355628
15403,Gluconate,b0469,0.456717984,88.98551666,31.51432531
15596,Gluconate,b0709,0.456666505,84.38657382,26.68130385
16346,Gluconate,b1560,0.456635387,86.08456467,17.44222724
16185,Gluconate,b1383,0.456611556,94.89622136,28.07064129
17405,Gluconate,b2770,0.456571134,88.96919178,26.29882988
16110,Gluconate,b1296,0.456505743,75.09332608,17.8453678
17312,Gluconate,b2666,0.456495658,81.06718256,25.3195788
16086,Gluconate,b1269,0.456495579,89.12028152,25.08548649
16825,Gluconate,b2097,0.456477795,106.2837026,30.62194067
16904,Gluconate,b2182,0.456473651,90.47551048,26.28432144
18351,Gluconate,b3942,0.45644519,71.55696509,18.77337277
18244,Gluconate,b3813,0.456380457,78.89638508,18.38559465
16040,Gluconate,b1217,0.456378044,78.33337967,26.30422835
16804,Gluconate,b2069,0.456362709,73.72076287,26.33408668
15515,Gluconate,b0598,0.456346266,95.42174006,26.3798328
18543,Gluconate,b4178,0.456310216,98.1639443,28.22077382
18237,Gluconate,b3803,0.456291194,89.22478053,27.14073907
18332,Gluconate,b3922,0.456240611,106.0676675,26.16722984
17834,Gluconate,b3328,0.456203534,82.93758883,26.90992698
16442,Gluconate,b1660,0.456188236,84.62595845,25.78684853
