id,c_source,gene,gr,lag,upper_asymptote
46203,L-Alanine,b1309,0.117421424,90.67951205,53.30899308
48708,L-Alanine,b4286,0.117401431,93.24607145,49.55503107
47337,L-Alanine,b2584,0.117361496,96.00349279,47.74262068
47682,L-Alanine,b2998,0.117349657,97.94669085,46.82583627
45359,L-Alanine,b0324,0.117346675,92.40228144,53.32928596
48673,L-Alanine,b4235,0.117345756,88.63846429,49.24228949
47382,L-Alanine,b2647,0.117336063,95.24404786,54.79475276
45319,L-Alanine,b0278,0.11732937,108.2073514,56.510582
45665,L-Alanine,b0695,0.117320409,88.03844191,55.89862118
47785,L-Alanine,b3128,0.117320131,90.5647735,49.15712184
45301,L-Alanine,b0251,0.117307474,97.63617744,53.58378857
48624,L-Alanine,b4179,0.117299984,90.98079377,49.64207716
48530,L-Alanine,b4073,0.117285362,93.84736072,50.89278312
46919,L-Alanine,b2111,0.117265043,94.43805006,50.16416876
46215,L-Alanine,b1322,0.117262213,97.08814794,51.14673808
46855,L-Alanine,b2040,0.117246422,93.71738502,54.30025573
46739,L-Alanine,b1896,0.117231927,82.39395502,50.52268901
46479,L-Alanine,b1616,0.117231882,95.38956434,45.26462934
47387,L-Alanine,b2661,0.117225781,90.68653068,44.48426189
45930,L-Alanine,b0990,0.117211739,93.24436361,54.36746317
47395,L-Alanine,b2669,0.117204439,85.83111995,48.17995266
48824,L-Alanine,b4412,0.117185202,95.0157973,59.11733344
46392,L-Alanine,b1523,0.117167079,103.0980461,61.78853205
45449,L-Alanine,b0434,0.117157761,79.66173475,44.29153114
48680,L-Alanine,b4242,0.117157653,94.57431987,58.51711304
48571,L-Alanine,b4117,0.11715523,91.43692618,52.00221704
45508,L-Alanine,b0497,0.117149776,97.71770789,43.04766021
45815,L-Alanine,b0858,0.117147754,82.83333133,41.36755766
48756,L-Alanine,b4335,0.117137966,95.60824364,47.16330077
48332,L-Alanine,b3823,0.117115462,89.45308885,43.18771873
45521,L-Alanine,b0513,0.117063204,92.73757454,53.4531876
47432,L-Alanine,b2714,0.117061693,99.89821819,62.89764934
45661,L-Alanine,b0691,0.117054652,88.09189426,50.93475677
48056,L-Alanine,b3491,0.117029319,86.10194321,51.22789633
47512,L-Alanine,b2802,0.11701442,92.84880733,46.69423495
48762,L-Alanine,b4342,0.117010135,97.45587467,56.31393631
48392,L-Alanine,b3897,0.116973931,96.04375584,51.29907684
48129,L-Alanine,b3572,0.116970605,103.375571,56.99387199
45462,L-Alanine,b0447,0.116945085,98.21429256,54.25150056
48473,L-Alanine,b4011,0.116935362,95.21093638,49.46549163
46452,L-Alanine,b1589,0.116921292,85.48701137,43.05283391
46958,L-Alanine,b2156,0.116915314,94.9868046,51.43530966
46764,L-Alanine,b1928,0.116914605,99.78821141,57.55685277
46493,L-Alanine,b1630,0.116911978,93.86688473,58.01317702
45458,L-Alanine,b0443,0.116892379,92.6605433,44.91958192
48590,L-Alanine,b4137,0.116889002,89.77856094,47.28791569
46037,L-Alanine,b1114,0.116867958,103.8010936,49.06130844
46478,L-Alanine,b1615,0.116864063,92.20556343,39.52701702
47500,L-Alanine,b2790,0.11686128,91.6366205,51.00301445
48094,L-Alanine,b3530,0.116836282,88.38402924,56.19596778
47989,L-Alanine,b3410,0.116826516,92.53417041,51.54426574
46771,L-Alanine,b1938,0.116800021,91.88903138,49.67797256
45278,L-Alanine,b0227,0.116753964,92.97744832,57.38963491
45610,L-Alanine,b0614,0.1167294,94.42167181,54.46337401
46295,L-Alanine,b1421,0.116725175,85.47240628,44.16558168
46938,L-Alanine,b2134,0.116716713,90.12602483,57.25241676
46394,L-Alanine,b1525,0.11668518,88.26491169,52.30740094
46264,L-Alanine,b1382,0.11664748,92.95461046,50.86115665
45494,L-Alanine,b0483,0.116623246,94.63836138,51.87112468
48325,L-Alanine,b3816,0.116616845,95.53439759,48.49386525
46750,L-Alanine,b1914,0.116603381,101.485258,57.5111638
45468,L-Alanine,b0453,0.116594492,91.76433915,48.70780661
47156,L-Alanine,b2371,0.116574693,102.9527385,52.81937603
46327,L-Alanine,b1455,0.116572027,88.04455958,48.37346315
48766,L-Alanine,b4348,0.116548757,98.13711149,64.82719814
48573,L-Alanine,b4119,0.116490472,94.67714062,45.3687329
47835,L-Alanine,b3194,0.116490219,105.4297017,66.06768128
47870,L-Alanine,b3237,0.116449455,99.15023209,38.6598347
46867,L-Alanine,b2052,0.116441084,89.68143632,52.78024992
45567,L-Alanine,b0568,0.116418526,98.26806777,51.00306525
48633,L-Alanine,b4188,0.116408811,94.17291776,55.36202493
48542,L-Alanine,b4086,0.116401467,87.44765834,55.65927288
47164,L-Alanine,b2379,0.116398463,92.84722843,50.20825917
46358,L-Alanine,b1487,0.116385319,95.88216735,48.68926469
45566,L-Alanine,b0567,0.116380224,86.3529269,44.9403351
46449,L-Alanine,b1586,0.116375973,95.66686724,56.27978092
45698,L-Alanine,b0732,0.116370381,86.88948991,31.38099487
46711,L-Alanine,b1864,0.116344319,83.18303586,45.52849413
45496,L-Alanine,b0485,0.116310253,93.69391804,44.87592644
46032,L-Alanine,b1109,0.116298111,82.50981048,45.97552563
48209,L-Alanine,b3663,0.116296163,92.41907423,54.22196911
47291,L-Alanine,b2531,0.116260216,93.59350321,58.1313705
47811,L-Alanine,b3155,0.116245804,98.36763216,50.34594633
48582,L-Alanine,b4128,0.116240789,87.44472463,51.64152593
45311,L-Alanine,b0267,0.116224337,98.39039308,55.44962762
47235,L-Alanine,b2470,0.116207881,95.63545204,53.54249837
48261,L-Alanine,b3727,0.116205846,86.92515224,41.64884816
45545,L-Alanine,b0545,0.116200747,89.51806125,46.95793346
45360,L-Alanine,b0325,0.116164519,98.65902936,52.25215542
48625,L-Alanine,b4180,0.116160909,96.0218746,54.5644184
46173,L-Alanine,b1278,0.116137653,71.6805903,32.23707365
45161,L-Alanine,b0055,0.116136506,92.40340105,55.95701244
47481,L-Alanine,b2766,0.116131769,91.48263065,50.50097061
45505,L-Alanine,b0494,0.116120684,90.83557564,49.5943485
47748,L-Alanine,b3084,0.116116311,95.56777222,59.42557794
46785,L-Alanine,b1952,0.116085583,97.51400732,66.02188196
48042,L-Alanine,b3475,0.116084907,86.46210517,55.90526448
48167,L-Alanine,b3612,0.116065278,109.4685414,61.94645813
45332,L-Alanine,b0292,0.116061751,96.78184686,63.18862651
46367,L-Alanine,b1496,0.116058066,104.6582606,53.40152819
46361,L-Alanine,b1490,0.116035495,88.1383846,54.04554131
48382,L-Alanine,b3887,0.115962313,91.09117002,56.64834003
46941,L-Alanine,b2137,0.115961608,93.21591857,51.53706877
48503,L-Alanine,b4044,0.115948875,85.72135427,57.63825257
45396,L-Alanine,b0367,0.115947803,95.43922361,56.52109333
46784,L-Alanine,b1951,0.115928961,89.63801187,44.8448201
46442,L-Alanine,b1579,0.115924534,100.5669077,52.16975176
46223,L-Alanine,b1330,0.115922959,107.8014935,59.93448409
46934,L-Alanine,b2130,0.115884871,91.8032051,51.3795871
47083,L-Alanine,b2292,0.115877398,89.44138024,47.40557593
47242,L-Alanine,b2479,0.115843369,98.39927097,51.2212106
46705,L-Alanine,b1858,0.115836896,93.51790745,56.52963219
45130,L-Alanine,b0011,0.115833768,98.84550382,50.41858587
48684,L-Alanine,b4246,0.11582912,94.89623308,64.103682
47935,L-Alanine,b3352,0.115823913,87.15879642,60.99247716
48370,L-Alanine,b3875,0.115817041,89.26211262,48.22737037
46369,L-Alanine,b1498,0.115814347,90.11983269,49.56941698
45461,L-Alanine,b0446,0.11576117,94.36683466,43.56711796
48132,L-Alanine,b3575,0.115738982,91.03831201,57.06241125
46608,L-Alanine,b1758,0.115680938,91.98403606,44.24856731
45735,L-Alanine,b0777,0.115676782,88.69993879,46.76356971
48738,L-Alanine,b4317,0.11567365,97.51096586,61.05883619
48453,L-Alanine,b3965,0.115671827,98.60309166,44.12795601
45187,L-Alanine,b0104,0.115664848,89.52694372,57.42862219
48608,L-Alanine,b4157,0.115663612,91.874845,56.41041617
48771,L-Alanine,b4353,0.115641165,96.20832897,56.92433738
47693,L-Alanine,b3013,0.115610165,101.1777904,50.8820512
45751,L-Alanine,b0793,0.115598803,99.17199353,40.13193073
48207,L-Alanine,b3661,0.115577021,96.47579157,45.94631044
47162,L-Alanine,b2377,0.115554173,96.31953981,50.17625246
46562,L-Alanine,b1704,0.115537034,88.41070571,51.40520078
45559,L-Alanine,b0560,0.11551782,96.08559687,61.59248949
46754,L-Alanine,b1918,0.115501848,94.05845847,55.2793198
48328,L-Alanine,b3819,0.115497103,94.35876484,55.39529361
47181,L-Alanine,b2405,0.115496853,95.36828971,58.49135334
47897,L-Alanine,b3279,0.115495806,96.65526953,59.96773795
47331,L-Alanine,b2578,0.115483384,95.01605482,53.19191575
48666,L-Alanine,b4225,0.115472939,98.60118836,41.58770363
45154,L-Alanine,b0046,0.115453856,87.1022906,59.8198656
45127,L-Alanine,b0008,0.115448618,93.81270224,53.19142088
46806,L-Alanine,b1978,0.115384013,85.19609489,55.50723028
46407,L-Alanine,b1538,0.115382547,84.37440606,46.23093762
48108,L-Alanine,b3546,0.11537043,94.9267707,58.85812
47538,L-Alanine,b2833,0.115353967,94.58156574,58.74489159
46309,L-Alanine,b1436,0.11532937,90.40504951,45.54503362
48576,L-Alanine,b4122,0.115305423,107.7566505,54.60339929
46729,L-Alanine,b1884,0.11527849,89.34718745,44.60715937
45262,L-Alanine,b0210,0.115272911,96.24976912,48.55483737
46503,L-Alanine,b1641,0.115265577,92.3459598,53.14554937
46659,L-Alanine,b1812,0.115258413,93.65504183,66.80682071
48092,L-Alanine,b3528,0.115222717,94.59012875,66.04602894
48564,L-Alanine,b4110,0.115210682,95.63367516,58.19083041
45971,L-Alanine,b1039,0.115193728,91.23518415,57.97280054
48322,L-Alanine,b3811,0.115186903,99.96071419,55.45298958
45723,L-Alanine,b0765,0.115170652,94.47403163,61.08156642
48544,L-Alanine,b4088,0.115109717,94.71980151,58.12730159
48001,L-Alanine,b3424,0.115108521,87.61583837,51.60402793
46140,L-Alanine,b1243,0.11508321,99.19152766,51.24103312
46663,L-Alanine,b1816,0.115078677,76.10935022,48.27638461
46221,L-Alanine,b1328,0.11503748,93.21832072,50.46643343
47095,L-Alanine,b2304,0.115022894,89.84247197,46.94420628
45946,L-Alanine,b1007,0.115008625,95.83500142,49.59105755
45136,L-Alanine,b0023,0.115007216,90.62307826,38.97973404
46569,L-Alanine,b1711,0.115006195,93.91902698,54.83888519
46027,L-Alanine,b1104,0.115005704,98.95745379,46.47288648
46499,L-Alanine,b1636,0.114994615,90.86677953,50.92962647
46891,L-Alanine,b2076,0.114948057,91.78528484,46.96641062
46406,L-Alanine,b1537,0.114938832,88.99831063,54.63196808
47711,L-Alanine,b3038,0.114915367,94.47233011,47.01883036
47762,L-Alanine,b3098,0.114912025,105.4077477,60.58204715
45120,L-Alanine,b0001,0.114905065,89.84421201,44.29447132
46509,L-Alanine,b1647,0.114903755,93.38347239,55.59871156
46423,L-Alanine,b1557,0.114898639,86.79614958,53.86368646
45829,L-Alanine,b0872,0.114864187,88.65319468,40.0643385
45803,L-Alanine,b0846,0.114845035,94.71813736,51.01819905
48317,L-Alanine,b3803,0.114833812,90.91698415,55.28174496
47390,L-Alanine,b2664,0.114815542,92.82508706,53.28090968
46199,L-Alanine,b1305,0.114782791,99.34056138,59.25962208
45607,L-Alanine,b0611,0.114779222,90.8976665,59.19554402
45290,L-Alanine,b0239,0.114763511,111.2131555,66.18283117
48864,L-Alanine,b4472,0.114757543,103.060915,55.92236248
48770,L-Alanine,b4352,0.114708337,89.77621739,59.56357897
47953,L-Alanine,b3370,0.114700577,90.84177439,62.3979823
47558,L-Alanine,b2853,0.114697981,92.02491584,53.86480885
45506,L-Alanine,b0495,0.114692675,91.03758274,61.9811381
46959,L-Alanine,b2157,0.114678494,99.21478401,58.69267937
48339,L-Alanine,b3830,0.114678265,95.84804844,59.87345562
47112,L-Alanine,b2324,0.114676872,95.36058072,63.82096742
47049,L-Alanine,b2258,0.114669309,93.26101361,47.83049305
47546,L-Alanine,b2841,0.114662178,95.28145121,56.89956709
45149,L-Alanine,b0041,0.114648995,96.56886676,46.2286478
48648,L-Alanine,b4205,0.11464594,91.14884862,49.95350998
45965,L-Alanine,b1033,0.114636261,94.28967426,51.60132437
46022,L-Alanine,b1097,0.114605769,96.99686903,72.11652804
46920,L-Alanine,b2112,0.114602714,96.27022568,43.31534474
45310,L-Alanine,b0266,0.11454656,103.099201,62.48927045
46183,L-Alanine,b1289,0.114519136,99.45070742,49.28893906
46150,L-Alanine,b1253,0.114501085,100.3850509,60.32274573
47173,L-Alanine,b2388,0.114501004,91.55387157,55.16610615
48020,L-Alanine,b3448,0.114479784,97.21751131,60.48334157
47733,L-Alanine,b3068,0.114470772,96.39593521,49.23805373
45298,L-Alanine,b0248,0.114465003,96.49455303,53.39141143
47658,L-Alanine,b2970,0.114450174,94.52357848,60.31496841
47407,L-Alanine,b2682,0.114430289,100.8136608,45.71463508
46000,L-Alanine,b1070,0.114422174,93.86580593,51.45020663
47854,L-Alanine,b3216,0.114382068,96.35703877,61.41827143
48441,L-Alanine,b3953,0.114368139,91.13833989,53.93093001
47017,L-Alanine,b2221,0.114352373,100.6303879,53.79144558
48843,L-Alanine,b4444,0.114347603,95.79083926,59.28180451
48029,L-Alanine,b3457,0.114339795,108.6245477,64.83805243
47531,L-Alanine,b2824,0.114307645,87.52496139,52.73324524
46142,L-Alanine,b1245,0.114306653,92.39020601,46.61037333
46194,L-Alanine,b1300,0.114304948,88.84593312,47.22446284
48809,L-Alanine,b4395,0.114283775,104.2329941,58.18532098
45539,L-Alanine,b0535,0.114262349,91.17976924,50.46723391
46848,L-Alanine,b2033,0.114250726,98.32206711,55.29854435
47224,L-Alanine,b2459,0.114227227,88.65806795,62.95380415
45460,L-Alanine,b0445,0.114180489,84.17834569,45.65449396
45584,L-Alanine,b0587,0.11416696,90.26794046,51.82372826
48717,L-Alanine,b4296,0.114146269,99.21245358,56.29572515
46542,L-Alanine,b1683,0.11414487,92.81709675,58.69705871
48113,L-Alanine,b3551,0.11414006,95.12335364,60.48160275
47351,L-Alanine,b2605,0.114133949,95.76242732,44.77316965
48641,L-Alanine,b4196,0.114123343,106.1315191,53.21707704
45162,L-Alanine,b0058,0.114118101,103.0679838,54.87330038
45467,L-Alanine,b0452,0.114110244,88.87604767,48.52129973
46707,L-Alanine,b1860,0.114098929,100.8067118,56.02268466
45766,L-Alanine,b0808,0.114097195,93.31699249,54.55891799
45538,L-Alanine,b0534,0.11408983,89.85523668,47.12814856
46847,L-Alanine,b2032,0.114076814,94.34322293,47.9176961
48275,L-Alanine,b3743,0.114056486,92.93422089,47.96617295
47110,L-Alanine,b2321,0.114055292,99.64131196,49.06586589
48778,L-Alanine,b4360,0.114026893,88.12476928,55.06652286
46897,L-Alanine,b2082,0.114025016,102.8397583,64.19535789
46997,L-Alanine,b2200,0.114009738,92.43142732,49.45789252
46400,L-Alanine,b1531,0.114005583,88.80289482,45.45287469
45445,L-Alanine,b0430,0.113986876,94.77541175,37.88792205
48435,L-Alanine,b3946,0.113973907,94.82510513,49.00068886
47416,L-Alanine,b2698,0.113956646,103.1407898,59.38972766
48825,L-Alanine,b4415,0.113914592,86.87394705,49.85018599
45954,L-Alanine,b1015,0.113899661,83.58240375,54.54115909
46010,L-Alanine,b1080,0.113899305,92.8292668,48.98423295
47344,L-Alanine,b2598,0.113895224,101.3254911,53.14123024
47819,L-Alanine,b3164,0.113877001,97.86764116,69.19648709
47208,L-Alanine,b2434,0.113817955,92.0524043,53.54554488
46483,L-Alanine,b1620,0.113791974,106.6041726,57.63675446
48016,L-Alanine,b3442,0.113786097,95.38797764,58.70066497
48618,L-Alanine,b4173,0.113770546,91.41219531,49.51766697
46693,L-Alanine,b1846,0.113732459,98.49419329,59.46329123
46244,L-Alanine,b1352,0.1137021,94.82612457,40.78470795
48221,L-Alanine,b3675,0.113681377,85.14787873,55.28090456
45501,L-Alanine,b0490,0.113642205,90.45847489,59.03140362
47223,L-Alanine,b2458,0.11362266,98.94483865,53.22822138
48615,L-Alanine,b4170,0.113609878,100.5319012,59.75662904
45245,L-Alanine,b0183,0.11359094,92.99254589,58.17754439
47336,L-Alanine,b2583,0.113579126,92.75714465,50.87622329
47614,L-Alanine,b2918,0.113552919,97.28266456,55.12186454
47710,L-Alanine,b3037,0.113546305,95.45783561,58.90334435
46162,L-Alanine,b1265,0.113539599,101.6274955,45.76293772
45143,L-Alanine,b0035,0.113524455,95.73555802,57.71764343
47669,L-Alanine,b2985,0.113522795,96.77601144,60.34461699
47306,L-Alanine,b2547,0.113520276,99.98502073,67.43428355
46316,L-Alanine,b1444,0.113518843,89.59496048,52.41674735
48172,L-Alanine,b3617,0.113505545,89.93771576,47.4831911
46868,L-Alanine,b2053,0.113498331,89.67712584,45.28698084
47775,L-Alanine,b3116,0.113487358,93.81933742,54.19572517
48418,L-Alanine,b3928,0.113458577,96.60410591,58.92222067
46359,L-Alanine,b1488,0.113442371,83.51132834,53.92802473
46507,L-Alanine,b1645,0.113426468,93.20511902,54.89859104
47814,L-Alanine,b3158,0.113414921,95.24118849,58.82072649
46658,L-Alanine,b1811,0.113402391,91.26688929,45.38930199
46817,L-Alanine,b1999,0.113388066,102.5992449,82.60540966
48627,L-Alanine,b4182,0.11338454,92.88979348,53.31959419
48250,L-Alanine,b3716,0.113339319,91.77822606,54.21652884
47947,L-Alanine,b3364,0.113323223,107.4501788,63.87466074
46846,L-Alanine,b2029,0.113275104,95.04633793,56.72389468
45379,L-Alanine,b0346,0.113265874,88.60916496,52.96154737
45411,L-Alanine,b0388,0.113262308,97.6181645,57.66199852
47167,L-Alanine,b2382,0.113255499,106.3892349,51.80101106
45678,L-Alanine,b0711,0.113221716,93.52412301,58.41750527
47856,L-Alanine,b3220,0.113214249,94.31418681,60.40932359
46873,L-Alanine,b2058,0.113185888,98.02170278,62.06930717
47831,L-Alanine,b3188,0.113004717,92.09884207,56.01793044
46335,L-Alanine,b1464,0.112992428,92.69592137,53.51883445
47582,L-Alanine,b2883,0.112990215,90.29138289,47.94556392
46386,L-Alanine,b1517,0.112989672,92.30321318,47.72835321
46040,L-Alanine,b1120,0.112975404,91.96009897,46.9021233
48130,L-Alanine,b3573,0.112943391,98.27921307,66.72962622
45524,L-Alanine,b0516,0.112936599,91.30117853,42.61120403
48773,L-Alanine,b4355,0.112931345,103.3701629,57.12064879
46533,L-Alanine,b1674,0.112906387,90.99274712,46.77411496
47713,L-Alanine,b3040,0.112892078,95.91370991,56.31282565
48751,L-Alanine,b4330,0.112874971,94.64028187,50.43062518
47140,L-Alanine,b2355,0.112818978,94.30425185,54.15630308
45814,L-Alanine,b0857,0.112818275,99.27454784,48.06074324
48276,L-Alanine,b3744,0.112787156,95.02996983,49.27261804
46975,L-Alanine,b2173,0.112786608,93.67067403,44.59996792
45866,L-Alanine,b0919,0.112780371,98.25730928,57.88747948
46984,L-Alanine,b2182,0.112756981,93.80862702,54.73628753
47981,L-Alanine,b3402,0.112755592,102.9879264,60.3354731
46834,L-Alanine,b2016,0.112735588,98.44586777,51.36306244
47594,L-Alanine,b2898,0.112713154,99.3287254,47.88224072
46611,L-Alanine,b1761,0.112699241,97.51635422,56.20533899
46480,L-Alanine,b1617,0.112657762,102.2056177,52.681052
47370,L-Alanine,b2632,0.11264571,98.7382099,46.80428608
46899,L-Alanine,b2086,0.112635671,89.41951244,50.23013153
47172,L-Alanine,b2387,0.112624823,93.6781447,57.41934109
47440,L-Alanine,b2722,0.112597104,95.95153975,47.52590248
48514,L-Alanine,b4056,0.112580149,95.78434209,59.44385122
45366,L-Alanine,b0331,0.112578846,98.88036704,60.30357457
48434,L-Alanine,b3945,0.112561198,99.5771933,63.22769564
47642,L-Alanine,b2953,0.112557971,102.1344812,66.84633125
48003,L-Alanine,b3426,0.112483915,103.7309412,59.45330459
47102,L-Alanine,b2311,0.112470455,99.67607185,57.4537873
46717,L-Alanine,b1871,0.112429157,92.46889875,41.27361281
48316,L-Alanine,b3802,0.112428738,90.55284278,57.25940982
45643,L-Alanine,b0659,0.112400308,99.87690704,52.71819521
48277,L-Alanine,b3745,0.112390672,93.94776721,54.46222084
45685,L-Alanine,b0718,0.11235999,90.14888462,61.82030378
47706,L-Alanine,b3032,0.112340634,108.6319695,57.83028506
47152,L-Alanine,b2367,0.112322374,98.04430315,66.55655592
48165,L-Alanine,b3610,0.112303368,90.84351344,49.51724507
46324,L-Alanine,b1452,0.112296631,97.23894107,52.79032891
46568,L-Alanine,b1710,0.112294468,101.5515384,48.64361514
48721,L-Alanine,b4300,0.112254896,85.91750213,56.89055
48661,L-Alanine,b4218,0.112229427,100.6518254,71.72040933
46905,L-Alanine,b2097,0.112168062,89.69775663,65.63551385
47241,L-Alanine,b2477,0.112158704,87.37806405,48.717113
46893,L-Alanine,b2078,0.112125235,93.22385543,45.83638836
46008,L-Alanine,b1078,0.112111193,92.27405729,55.341559
45912,L-Alanine,b0970,0.112094491,90.54219441,58.02064242
46012,L-Alanine,b1082,0.112078038,95.21070679,52.95540277
46662,L-Alanine,b1815,0.112014243,102.2341249,46.96747014
47375,L-Alanine,b2638,0.112003445,90.68267418,48.81067429
48816,L-Alanine,b4402,0.111996867,109.7122272,76.06344371
45820,L-Alanine,b0863,0.111992493,106.0364797,47.53924334
46957,L-Alanine,b2155,0.11195743,99.31189902,48.28392879
46126,L-Alanine,b1223,0.111941479,112.9331424,60.56978338
45277,L-Alanine,b0226,0.111920825,101.0910956,51.48524798
46540,L-Alanine,b1681,0.111898424,96.58867109,53.92661818
47092,L-Alanine,b2301,0.111895715,99.95571762,61.61972903
48498,L-Alanine,b4036,0.111855342,108.4369515,62.15157728
46633,L-Alanine,b1784,0.111811386,105.8285443,50.85840536
47635,L-Alanine,b2945,0.111800328,113.4298421,74.86524944
45537,L-Alanine,b0533,0.111796164,101.2862191,62.89710717
45821,L-Alanine,b0864,0.111728681,97.77576155,60.39298904
47250,L-Alanine,b2487,0.111708214,89.87490677,60.29368169
46197,L-Alanine,b1303,0.111690697,98.97617076,59.58893992
47343,L-Alanine,b2597,0.111677466,93.71758281,51.4670224
47817,L-Alanine,b3162,0.111667436,97.92142175,54.16741121
46039,L-Alanine,b1119,0.111665308,88.81969082,47.18065295
47555,L-Alanine,b2850,0.111648131,91.57972904,49.36253327
45483,L-Alanine,b0469,0.111646905,95.87829719,54.59003903
45553,L-Alanine,b0554,0.111644151,95.03568671,47.92581542
48621,L-Alanine,b4176,0.11163543,81.89066685,45.03175201
45420,L-Alanine,b0398,0.111618092,89.49104501,51.11725331
45879,L-Alanine,b0936,0.111608383,94.51688932,57.75069905
46530,L-Alanine,b1671,0.11160755,95.26923475,52.24860518
45883,L-Alanine,b0940,0.111588854,98.10149318,62.49186044
47539,L-Alanine,b2834,0.111588504,95.16677178,51.38311432
45924,L-Alanine,b0983,0.111582985,93.68460623,57.6101202
47742,L-Alanine,b3078,0.111575977,92.43818325,49.94252441
48463,L-Alanine,b3996,0.111547766,81.19867908,52.05814329
47260,L-Alanine,b2497,0.111547235,94.27949967,53.51992612
47716,L-Alanine,b3046,0.11153927,94.41791178,50.93358331
47054,L-Alanine,b2263,0.111521033,101.0786554,51.32725486
48039,L-Alanine,b3472,0.111507293,101.7858831,62.78796671
46365,L-Alanine,b1494,0.111452754,101.9992464,61.72417812
45783,L-Alanine,b0826,0.111417744,95.38223581,51.8460756
45627,L-Alanine,b0636,0.111340731,97.5370786,57.74237208
46889,L-Alanine,b2074,0.111329717,86.51204427,58.58665844
46063,L-Alanine,b1146,0.111298321,82.86071878,52.4524256
46090,L-Alanine,b1179,0.111270074,91.38632452,46.6524408
47563,L-Alanine,b2863,0.11125443,96.1023224,47.08439224
45680,L-Alanine,b0713,0.111228521,102.1471299,56.34728289
46137,L-Alanine,b1238,0.111185086,93.51358653,50.01855282
47704,L-Alanine,b3029,0.111175626,101.8836462,57.7967844
45324,L-Alanine,b0284,0.111164108,92.36123292,51.63895461
48164,L-Alanine,b3609,0.111150098,101.9250658,59.55128236
46413,L-Alanine,b1547,0.111135687,99.04993887,51.95599946
45263,L-Alanine,b0211,0.111113553,96.46773453,56.54178417
46487,L-Alanine,b1624,0.111110681,102.5736507,64.69162286
46002,L-Alanine,b1072,0.111100727,102.9503054,73.95278699
47381,L-Alanine,b2646,0.111090632,92.2695438,60.02647464
46129,L-Alanine,b1226,0.111074628,86.21444623,44.32386298
48407,L-Alanine,b3917,0.111067874,94.04264472,59.33209417
48489,L-Alanine,b4027,0.11101983,84.32109287,54.4719907
47004,L-Alanine,b2207,0.111018362,96.5661955,56.41698167
46981,L-Alanine,b2179,0.111015156,100.1690984,53.58536068
48053,L-Alanine,b3486,0.110997998,96.38179687,63.78286017
47868,L-Alanine,b3234,0.110963029,94.61770405,58.09430806
45555,L-Alanine,b0556,0.110943091,87.34897855,46.85674686
47520,L-Alanine,b2810,0.110933581,104.3364272,59.08396556
46174,L-Alanine,b1279,0.110922696,97.93341326,60.73206607
47462,L-Alanine,b2744,0.110917257,98.26054649,64.56885377
46679,L-Alanine,b1832,0.110898253,93.64034277,56.83365716
46618,L-Alanine,b1768,0.110884373,92.9590487,54.2555094
46066,L-Alanine,b1150,0.11087971,94.82529799,53.17157179
46139,L-Alanine,b1242,0.110867411,100.7591175,68.68205295
47509,L-Alanine,b2799,0.110862891,90.09135344,54.5383571
45760,L-Alanine,b0802,0.110838944,98.42153592,66.26166266
46447,L-Alanine,b1584,0.110813281,84.63528999,50.93046392
48537,L-Alanine,b4080,0.110802433,90.9854358,58.44106257
45565,L-Alanine,b0566,0.110801322,92.31520106,53.86391428
47590,L-Alanine,b2894,0.110797381,105.7119229,48.84500118
46716,L-Alanine,b1870,0.110750073,108.1268897,51.12831605
47133,L-Alanine,b2347,0.110734806,95.08443001,51.53458448
47053,L-Alanine,b2262,0.110723199,92.73078962,55.42179105
45893,L-Alanine,b0950,0.110722922,92.88028523,52.76595891
46434,L-Alanine,b1568,0.110682147,101.0670599,57.054689
46408,L-Alanine,b1539,0.110659948,96.67658777,63.96439701
47776,L-Alanine,b3117,0.110642443,94.21601148,48.32069493
45593,L-Alanine,b0596,0.110635341,93.48770539,43.72546986
45138,L-Alanine,b0028,0.110604075,104.8596556,52.8320499
47149,L-Alanine,b2364,0.110598626,86.79162716,54.30905208
47278,L-Alanine,b2518,0.110572875,99.80600479,52.03406395
47551,L-Alanine,b2846,0.110549794,102.399219,57.86944293
48249,L-Alanine,b3715,0.110526119,92.2616741,61.83143157
46104,L-Alanine,b1193,0.11051658,104.0765406,58.96019835
47207,L-Alanine,b2433,0.110486849,86.68772036,54.72901978
48600,L-Alanine,b4149,0.110475491,91.37845251,59.02567834
48201,L-Alanine,b3654,0.110451109,99.67484043,68.72537205
46082,L-Alanine,b1166,0.110395308,102.9394478,66.46691857
47851,L-Alanine,b3213,0.110383239,100.8495166,51.25315248
47179,L-Alanine,b2398,0.110380227,100.3857466,68.23852004
46105,L-Alanine,b1194,0.110380137,98.15985144,52.06291703
46737,L-Alanine,b1892,0.110378544,96.04375613,57.59672355
47314,L-Alanine,b2555,0.110356347,96.0652052,66.65044264
48070,L-Alanine,b3506,0.110346762,95.12612473,62.65612458
46766,L-Alanine,b1930,0.110310301,99.02031358,53.29393602
46913,L-Alanine,b2105,0.110286069,96.56552061,61.0456199
46388,L-Alanine,b1519,0.110282722,94.97880943,64.79914963
47457,L-Alanine,b2739,0.110281502,87.42801951,39.17413851
46743,L-Alanine,b1902,0.110164549,105.1230706,55.74517411
46251,L-Alanine,b1361,0.110150241,85.32358469,54.76882125
46730,L-Alanine,b1885,0.110118321,88.29899915,47.66141219
47277,L-Alanine,b2517,0.110093094,88.97281129,44.64239264
